"Record ID","Repeat Instrument","Repeat Instance","Historic Data","Date Record Entered:","Type of Climb","Date of Climb","Name of Climb:","Grade of Climb (YDS):","Grade of Climb (YDS):","Grade of Climb (Fr):","Grade of Climb (Fr):","Grade of Climb (V Scale):","Grade of Climb (V Scale):","Difficulty Calc","Type of Protection:","Type of Ascent:","Type of Ascent:",Repeat?,"Second Go?",Followed?,"Pink Point?","Notes about the Climb","Climbing Area:","Wall/Boulder Within Area:",Latitude,Longitude,Complete?,"Upload Picture","Picture Notes:",Complete?
572,,,,2018-12-30,Route,2018-12-30,Unknown,5.10d,5.10d,,,,,12,Sport,Onsight,,,,,,,"Jackson Falls","Knot Spy",37.5004712,-88.6887217,Complete,,,
573,,,,2019-01-01,Route,2019-01-01,"Engineering a Goat Rope",5.7,5.7,,,,,6,Sport,"Red Point",,Repeat,,,,Repeat?,"King's Bluff","The Alley",,,Complete,,,
574,,,,2019-01-01,Route,2019-01-01,"Blanket Party",5.8,5.8,,,,,7,Sport,Flash,,,,,,"I think this was new to me.","King's Bluff","The Alley",36.5009872,-87.3249997,Complete,,,
575,,,,2019-01-01,Route,2019-01-01,"Captain Hook",5.7,5.7,,,,,6,Sport,"Red Point",,Repeat,,,,Repeat?,"King's Bluff","The Alley",36.5009872,-87.3249997,Complete,,,
576,,,,2019-01-01,Route,2019-01-01,"Nine to Five",5.9,5.9,,,,,8,Sport,"Red Point",,Repeat,,,,Repeat?,"King's Bluff","The Alley",36.4928882,-87.2784638,Complete,,,
577,,,,2019-01-01,Route,2019-01-01,"Cricket Serenade",5.9,5.9,,,,,8,Sport,"Red Point",,Repeat,,,,,"King's Bluff","The Alley",36.5012104,-87.3238545,Complete,,,
578,,,,2019-01-01,Route,2019-01-01,"Grin N' Bare It",5.10c,5.10c,,,,,11,Sport,Onsight,,,,,,"I think it's new to me","King's Bluff","The Alley",36.4928882,-87.2784638,Complete,,,
579,,,,2019-01-01,Route,2019-01-01,"Static Cling",5.11b,5.11b,,,,,14,Sport,Onsight,,,,,,"I think it's new to me.","King's Bluff","The Alley",36.5011424,-87.3239061,Complete,,,
580,,,,2019-01-26,Route,2019-01-26,"Fooey Shuie",5.9,5.9,,,,,8,Sport,Flash,,,,,,,"Denny Cove","Ladies Delight",35.1544957,-85.6814751,Complete,,,
581,,,,2019-01-26,Route,2019-01-26,"Keeper of the Children",5.10a,5.10a,,,,,9,Sport,Flash,,,,,,,"Denny Cove","Ladies Delight",35.1544957,-85.6814751,Complete,,,
582,,,,2019-01-26,Route,2019-01-26,"Ladies Delight",5.10,5.10,,,,,,Sport,Onsight,,,,,,,"Denny Cove","Ladies Delight",35.1542459,-85.6814963,Complete,,,
583,,,,2019-01-26,Route,2019-01-26,"Birthday Arete",5.10,5.10,,,,,,Sport,Flash,,,,,,,"Denny Cove","Pig Wall",35.12383,-85.7575323,Complete,,,
584,,,,2019-01-26,Route,2019-01-26,"Magic Meat",5.12a,5.12a,,,,,17,Sport,"Hang/Attempted - No Send",,,,,,,"Denny Cove","Right Buffet Wall",35.2546114,-85.7262257,Complete,,,
585,,,,2019-01-26,Route,2019-01-26,"Gas-Powered Flight",5.10d,5.10d,,,,,12,Sport,Onsight,,,,,,,"Denny Cove","Salad Bar",35.1506571,-85.6738569,Complete,,,
585,Pics,1,,,,,,,,,,,,,,,,,,,,,,,,,,[document],,Complete
586,,,,2019-01-26,Route,2019-01-26,"Three Star Salad Bar",5.10a,5.10a,,,,,9,Sport,Onsight,,,,,,,"Denny Cove","Salad Bar",35.2613128,-85.7437033,Complete,,,
587,,,,2019-01-26,Route,2019-01-26,"Casa de Comdimentos",5.10c,5.10c,,,,,11,Sport,Onsight,,,,,,,"Denny Cove","Salad Bar",35.1532885,-85.675134,Complete,,,
588,,,,2019-01-27,Route,2019-01-27,Passages,5.8,5.8,,,,,7,Trad,"Red Point",,Repeat,,,,,"Tennessee Wall","Orange Blossom Walls",35.0737132,-85.4007185,Complete,,,
589,,,,2019-01-27,Route,2019-01-27,"Let's Face It!",5.7,5.7,,,,,6,Trad,Onsight,,,,,,,"Tennessee Wall","Orange Blossom Walls",35.0238857,-85.3438247,Complete,,,
590,,,,2019-01-27,Route,2019-01-27,Sanscrit,5.8,5.8,,,,,7,Trad,Onsight,,,,,,"I think it's new to me","Tennessee Wall","Orange Blossom Walls",35.0282734,-85.3328437,Complete,,,
591,,,,2019-01-27,Route,2019-01-27,"Golden Locks",5.9,5.9,,,,,8,Trad,"Red Point",,Repeat,,,,,"Tennessee Wall","Orange Blossom Walls",35.0238857,-85.3438247,Complete,,,
591,Pics,1,,,,,,,,,,,,,,,,,,,,,,,,,,[document],,Complete
592,,,,2019-02-02,Route,2019-02-02,"Magic Meat",5.12a,5.12a,,,,,17,Sport,"Hang/Attempted - No Send",,,,,,,"Denny Cove","Buffet Wall",,,Complete,,,
593,,,,2019-02-02,Route,2019-02-02,"Gas-Powered Flight",5.10d,5.10d,,,,,12,Sport,"Red Point",,Repeat,,,,,"Denny Cove","Salad Bar",35.15335,-85.6749715,Complete,,,
594,,,,2019-02-02,Route,2019-02-02,"Magic Meat",5.12a,5.12a,,,,,17,Sport,"Hang/Attempted - No Send",,,,,,,"Denny Cove","Buffet Wall",,,Complete,,,
595,,,,2019-02-02,Route,2019-02-02,"Three Star Salad Bar",5.10a,5.10a,,,,,9,Sport,"Hang/Attempted - No Send",,Repeat,,,,"Hung rope and demo'd fall practice","Denny Cove","Salad Bar",35.15335,-85.6749715,Complete,,,
596,,,,2019-02-02,Route,2019-02-02,"Smoked Out",5.12a,5.12a,,,,,17,Sport,"Red Point",,,,,,"Chossy. Hard start, easy after start","Denny Cove","Salad Bar",35.1647556,-85.789405,Complete,,,
597,,,,2019-02-02,Route,2019-02-02,"Tossed Salad",5.11b,5.11b,,,,,14,Sport,Onsight,,,,,,,"Denny Cove","Salad Bar",35.2369587,-85.6970347,Complete,,,
598,,,,2019-02-02,Route,2019-02-02,Wish-Bone,5.10d,5.10d,,,,,12,Sport,Onsight,,,,,,,"Denny Cove","Salad Bar",35.2369587,-85.6970347,Complete,,,
599,,,,2019-03-17,Route,2019-03-17,"Another Year Gone",5.9,5.9,,,,,8,Sport,"Red Point",,Repeat,,,,,"Castle Rock","Main Area",,,Complete,,,
600,,,,2019-03-17,Route,2019-03-17,"High Road",5.8,5.8,,,,,7,Sport,"Red Point",,Repeat,,,,,"Castle Rock","Main Area",,,Complete,,,
601,,,,2019-03-17,Route,2019-03-17,Swindled,5.11a,5.11a,,,,,13,Sport,"Red Point",,Repeat,,,,,"Castle Rock","Main Area",35.1037704,-85.631612,Complete,,,
601,Pics,1,,,,,,,,,,,,,,,,,,,,,,,,,,[document],,Complete
602,,,,2019-03-17,Route,2019-03-17,Drifters,5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Castle Rock","Bonnie and Clyde Wall",35.1043006,-85.6307248,Complete,,,
603,,,,2019-03-17,Route,2019-03-17,Rifters,5.12b,5.12b,,,,,18,Sport,"Hang/Attempted - No Send",,,,,,,"Castle Rock","Bonnie and Clyde Wall",35.104313,-85.6310252,Complete,,,
605,,,,2019-03-23,Route,2019-03-23,"Group Therapy",5.10c,5.10c,,,,,11,Sport,"Red Point",,Repeat,,,,,"Jackson Falls",Gallery,,,Complete,,,
606,,,,2019-03-23,Route,2019-03-23,"Group Therapy",5.10c,5.10c,,,,,11,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Gallery",,,Complete,,,
607,,,,2019-03-23,Route,2019-03-23,"Emperor of the North",5.13a,5.13a,,,,,21,Sport,"Hang/Attempted - No Send",,,,,,,"Jackson Falls","Dynasty Wall",,,Complete,,,
608,,,,2019-03-23,Route,2019-03-23,"Splinter Faction",5.11a,5.11a,,,,,13,Sport,"Top Rope",,Repeat,,Followed,,,"Jackson Falls","Exam Wall",,,Complete,,,
609,,,,2019-03-23,Route,2019-03-23,"Emperor of the North",5.13a,5.13a,,,,,21,Sport,"Hang/Attempted - No Send",,,,,,,"Jackson Falls","Dynasty Wall",,,Complete,,,
610,,,,2019-03-23,Route,2019-03-23,"The Sophomore",5.9,5.9,,,,,8,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Battle Axe Tower",,,Complete,,,
611,,,,2019-03-23,Route,2019-03-23,"Here Come the Snakes",5.12c,5.12c,,,,,19,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Snakes Roof",37.5063419,-88.6829215,Complete,,,
611,Pics,1,,,,,,,,,,,,,,,,,,,,,,,,,,[document],,Complete
612,,,,2019-03-23,Route,2019-03-23,"Inner Pitbull",5.12d,5.12d,,,,,20,Sport,"Hang/Attempted - No Send",,,,,,,"Jackson Falls","Snakes Roof",,,Complete,,,
613,,,,2019-03-23,Route,2019-03-23,"Umbrella Girl",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Snakes Roof",,,Complete,,,
614,,,,2019-04-07,Route,2019-04-07,"Sweet Jane into Tingy's Terror/Torture",5.8,5.8,,,,,7,Trad,Onsight,,,,Followed,,"Lots of pitches, 10? Swapped leads with Tyler Casey","Little Cottonwood Canyon","Beckey Wall",40.5744724,-111.752054,Complete,,,
615,,,,2019-04-09,Route,2019-04-09,"Stolen Chimney",5.8,5.8,,,,,7,Mixed,"Red Point",,Repeat,,Followed,,"A bit of aid","Ancient Art","Fisher Towers",,,Complete,,,
616,,,,2019-04-19,Route,2019-04-12,"Honeymoon Chimney",5.9,5.9,,,,,8,Trad,"Hang/Attempted - No Send",,,,,,"Did the first pitch then bailed. Very challenging off width. Had to aid a couple of moves","Castle Valley","The Priest",,,Complete,,,
617,,,,2019-04-19,Route,2019-04-12,"Under the Boardwalk",5.12c,5.12c,,,,,19,Sport,"Hang/Attempted - No Send",,,,,,,Moab,"Wall Street",,,Complete,,,
618,,,,2019-04-19,Route,2019-04-12,"Nervous in Suburbia",5.10a,5.10a,,,,,9,Sport,Onsight,,,,,,,Moab,"Wall Street",,,Complete,,,
619,,,,2019-04-19,Route,2019-04-12,"30 Seconds Over Potash",5.8,5.8,,,,,7,Trad,Flash,,,,Followed,,"Followed Tyler Casey",Moab,"Wall Street",,,Complete,,,
620,,,,2019-04-27,Route,2019-04-27,"Who Let the Snakes Out",5.10b,5.10b,,,,,10,Sport,"Red Point",,Repeat,,,,"X2, followed the second time. Ellie sent!","Jackson Falls","Snakes Roof",37.5063569,-88.6828403,Complete,,,
621,,,,2019-04-27,Route,2019-04-27,"Hidden Treasure",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Lovely Tower",37.5066545,-88.6827165,Complete,,,
622,,,,2019-04-27,Route,2019-04-27,"Group Therapy",5.10c,5.10c,,,,,11,Sport,"Red Point",,Repeat,,,,x3,"Jackson Falls","The Gallery",37.3128524,-88.7606239,Complete,,,
623,,,,2019-04-28,Route,2019-04-28,"Lovely Arete",5.11a,5.11a,,,,,13,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Lovely Tower",,,Complete,,,
624,,,,2019-04-28,Route,2019-04-28,"Group Therapy",5.10c,5.10c,,,,,11,Sport,"Red Point",,Repeat,,,,x2,"Jackson Falls","The Gallery",37.5066038,-88.6856221,Complete,,,
625,,,,2019-04-28,Route,2019-04-28,"Shock Therapy",5.12a,5.12a,,,,,17,Sport,"Red Point",,,,,,,"Jackson Falls","The Gallery",37.5066038,-88.6856221,Complete,,,
626,,,,2019-04-28,Route,2019-04-28,"Group Therapy",5.10c,5.10c,,,,,11,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Gallery",37.5069147,-88.6851926,Complete,,,
627,,,,2019-05-25,Route,2019-05-25,"Factor 2 Presents",5.7,5.7,,,,,6,Trad,Onsight,,,,,,"A bit run out and dirty","Red River Gorge","Eastern Sky Bridge",37.8160406,-83.5790372,Complete,,,
628,,,,2019-05-25,Route,2019-05-25,"Drop the Anchor",5.8,5.8,,,,,7,Sport,Flash,,,,,,,"Red River Gorge","Eastern Sky Bridge",37.8160406,-83.5790372,Complete,,,
629,,,,2019-05-25,Route,2019-05-25,"King Me",5.11b,5.11b,,,,,14,Sport,Onsight,,,,,,,"Red River Gorge","Eastern Sky Bridge",37.8160419,-83.5792847,Complete,,,
630,,,,2019-05-25,Route,2019-05-25,"The Underling",5.9,5.9,,,,,8,Trad,Onsight,,,,,,"Just did the first pitch","Red River Gorge","Eastern Sky Bridge",37.8160853,-83.5806808,Complete,,,
631,,,,2019-05-25,Route,2019-05-25,"Super Dario",5.11a,5.11a,,,,,13,Sport,Onsight,,,,,,,"Red River Gorge","Eastern Sky Bridge",37.8160325,-83.5811664,Complete,,,
632,,,,2019-05-25,Route,2019-05-25,"Jack in the Pulpit",5.10d,5.10d,,,,,12,Sport,Onsight,,,,,,,"Red River Gorge","Eastern Sky Bridge",37.8160325,-83.5811664,Complete,,,
633,,,,2019-05-26,Route,2019-05-26,"Hippie Lip Balm",5.9,5.9,,,,,8,Sport,Onsight,,,,,,,"Red River Gorge","Miller Fork, Secret Garden",37.6849406,-83.6805119,Complete,,,
634,,,,2019-05-26,Route,2019-05-26,"Fuzzy Side Up",5.7,5.7,,,,,6,Trad,"Top Rope",,,,Followed,,,"Red River Gorge","Miller Fork, Secret Garden",37.6402592,-83.6762032,Complete,,,
635,,,,2019-05-26,Route,2019-05-26,"Linear Regression",5.11a,5.11a,,,,,13,Sport,Onsight,,,,,,,"Red River Gorge","Miller Fork, Secret Garden",37.6849406,-83.6805119,Complete,,,
636,,,,2019-05-26,Route,2019-05-26,"Sloppy Seconds",5.11a,5.11a,,,,,13,Sport,Onsight,,,,,,,"Red River Gorge","Miller Fork, Secret Garden",37.6401012,-83.6759904,Complete,,,
637,,,,2019-05-26,Route,2019-05-26,"Bees in the Trap",5.11d,5.11d,,,,,16,Sport,"Hang/Attempted - No Send",,,,,,,"Red River Gorge","Miller Fork, Secret Garden",37.6398761,-83.6754397,Complete,,,
638,,,,2019-05-26,Route,2019-05-26,"Tinkerbell's Panties",5.9,5.9,,,,,8,Trad,Onsight,,,,,,,"Red River Gorge","Miller Fork, Secret Garden",37.6400103,-83.6758887,Complete,,,
639,,,,2019-05-26,Route,2019-05-26,"Little Wing",5.9,5.9,,,,,8,Sport,Onsight,,,,,,,"Red River Gorge","Miller Fork, Secret Garden",37.6400103,-83.6758887,Complete,,,
640,,,,2019-05-26,Route,2019-05-26,ae911truth.org,5.10b,5.10b,,,,,10,Sport,Onsight,,,,,,,"Red River Gorge","Miller Fork, Secret Garden",37.6399689,-83.6750409,Complete,,,
641,,,,2019-05-27,Route,2019-05-27,"Mercy Miss Percy",5.9,5.9,,,,,8,Sport,Onsight,,,,,,,"Red River Gorge","Military Wall",37.7968633,-83.6816629,Complete,,,
642,,,,2019-05-27,Route,2019-05-27,"Stay Left",5.10a,5.10a,,,,,9,Sport,Onsight,,,,,,,"Red River Gorge","Military Wall",37.7968633,-83.6816629,Complete,,,
643,,,,2019-05-27,Route,2019-05-27,"Fuzzy Undercling",5.11b,5.11b,,,,,14,Sport,Flash,,,,,,,"Red River Gorge","Military Wall",37.8157221,-83.6693143,Complete,,,
644,,,,2019-05-27,Route,2019-05-27,"In the Light",5.10c,5.10c,,,,,11,Sport,"Red Point",,Repeat,,,,,"Red River Gorge","Military Wall",37.8157821,-83.6688253,Complete,,,
645,,,,2019-06-23,Route,2019-06-22,Smithereens,5.10b,5.10b,,,,,10,Sport,Onsight,,,,,,,"Sinks Canyon","Scud Wall",,,Complete,,,
646,,,,2019-06-23,Route,2019-06-22,"Duck Soup",5.9,5.9,,,,,8,Sport,Onsight,,,,,,,"Sinks Canyon","Scud Wall",,,Complete,,,
647,,,,2019-06-23,Route,2019-06-22,"Stud Alert",5.10c,5.10c,,,,,11,Sport,Onsight,,,,,,x2,"Sinks Canyon","Scud Wall",,,Complete,,,
648,,,,2019-06-23,Route,2019-06-22,"Blue Moon",5.12a,5.12a,,,,,17,Sport,Onsight,,,,,,,"Sinks Canyon","Killer Cave Left",,,Complete,,,
649,,,,2019-06-23,Route,2019-06-22,"More Funky than Gunky",5.9,5.9,,,,,8,Sport,Onsight,,,,,,,"Sinks Canyon","Camel Jockey",,,Complete,,,
650,,,,2019-06-23,Route,2019-06-22,"Sam I Am",5.9,5.9,,,,,8,Sport,Flash,,,,,,,"Sinks Canyon","Harvest Moon",,,Complete,,,
651,,,,2019-06-23,Route,2019-06-23,"Go West, Young Man",5.7,5.7,,,,,6,Sport,Onsight,,,,,,,"Sinks Canyon","Addiction Wall",,,Complete,,,
652,,,,2019-06-23,Route,2019-06-23,"A Beautiful Life",5.9,5.9,,,,,8,Sport,Onsight,,,,,,,"Sinks Canyon","Addiction Wall",,,Complete,,,
653,,,,2019-06-23,Route,2019-06-23,"Soul Finger",5.11a,5.11a,,,,,13,Sport,Onsight,,,,,,,"Sinks Canyon","Addiction Wall",,,Complete,,,
654,,,,2019-06-23,Route,2019-06-23,"Corner Drug",5.11a,5.11a,,,,,13,Sport,Onsight,,,,,,,"Sinks Canyon","Addiction Wall",,,Complete,,,
655,,,,2019-06-23,Route,2019-06-23,"Drug Enemy",5.12a,5.12a,,,,,17,Sport,Onsight,,,,,,,"Sinks Canyon","Addiction Wall",,,Complete,,,
656,,,,2019-06-23,Route,2019-06-23,"Storm Warning",5.9,5.9,,,,,8,Sport,Onsight,,,,,,,"Sinks Canyon","White Heat Wall",,,Complete,,,
657,,,,2019-06-23,Route,2019-06-23,"Spike in Vein",5.11c,5.11c,,,,,15,Sport,Onsight,,,,,,,"Sinks Canyon","White Heat Wall",,,Complete,,,
658,,,,2019-06-23,Route,2019-06-23,ZBoys,5.8,5.8,,,,,7,Sport,Onsight,,,,,,,"Sinks Canyon","Happy Wheel Wall",,,Complete,,,
659,,,,2019-06-23,Route,2019-06-23,"Dreaming of the Rasta Bus",5.10a,5.10a,,,,,9,Sport,Onsight,,,,,,,"Sinks Canyon","Happy Wheel Wall",,,Complete,,,
660,,,,2019-06-23,Route,2019-06-23,Dogtown,5.9,5.9,,,,,8,Sport,Onsight,,,,,,,"Sinks Canyon","Happy Wheel Wall",,,Complete,,,
661,,,,2019-06-24,Route,2019-06-24,"Phat Phinger Phrenzy",5.8,5.8,,,,,7,Sport,Onsight,,,,,,,"Wild Iris","Blooming Rose",,,Complete,,,
662,,,,2019-06-24,Route,2019-06-24,"Original Route",5.9,5.9,,,,,8,Sport,Onsight,,,,,,,"Sinks Canyon",Squaretop,,,Complete,,,
663,,,,2019-06-24,Route,2019-06-24,"Isolate and Dominate",5.10c,5.10c,,,,,11,Sport,Onsight,,,,,,,"Sinks Canyon",Squaretop,,,Complete,,,
664,,,,2019-06-24,Route,2019-06-24,"German Girl",5.12a,5.12a,,,,,17,Sport,"Hang/Attempted - No Send",,,,,,,"Sinks Canyon",Squaretop,,,Complete,,,
665,,,,2019-06-24,Route,2019-06-24,"Lunch Break",5.11a,5.11a,,,,,13,Sport,Onsight,,,,,,,"Sinks Canyon",Squaretop,,,Complete,,,
666,,,,2019-06-24,Route,2019-06-24,"Full Irations",5.12a,5.12a,,,,,17,Sport,"Red Point",,,"Second Go",,,,"Sinks Canyon",Squaretop,,,Complete,,,
667,,,,2019-06-24,Route,2019-06-24,"Steel Pulse",5.11a,5.11a,,,,,13,Sport,Onsight,,,,,,,"Sinks Canyon",Squaretop,,,Complete,,,
668,,,,2019-06-24,Route,2019-06-24,Burly,5.11d,5.11d,,,,,16,Sport,Onsight,,,,,,,"Sinks Canyon",Squaretop,,,Complete,,,
669,,,,2019-06-24,Route,2019-06-24,"Crack Fox",5.11a,5.11a,,,,,13,Sport,Onsight,,,,,,,"Sinks Canyon",Squaretop,,,Complete,,,
670,,,,2019-06-25,Route,2019-06-25,"Outlaws on the Run",5.6,5.6,,,,,5,Sport,Onsight,,,,,,,"Wild Iris","Poker Face Alice",,,Complete,,,
671,,,,2019-06-25,Route,2019-06-25,"OneEyed Jack",5.7,5.7,,,,,6,Sport,Onsight,,,,,,,"Wild Iris","Poker Face Alice",,,Complete,,,
672,,,,2019-06-25,Route,2019-06-25,"Prairie Rain",5.7,5.7,,,,,6,Sport,Onsight,,,,,,,"Wild Iris","Poker Face Alice",,,Complete,,,
673,,,,2019-06-25,Route,2019-06-25,"Rope a Star",5.10c,5.10c,,,,,11,Sport,Onsight,,,,,,,"Wild Iris","Tribal War",,,Complete,,,
674,,,,2019-06-25,Route,2019-06-25,"Rope the Moon",5.10c,5.10c,,,,,11,Sport,Onsight,,,,,,,"Wild Iris","Tribal War",,,Complete,,,
675,,,,2019-06-25,Route,2019-06-25,"Tribal War",5.11b,5.11b,,,,,14,Sport,"Red Point",,,"Second Go",,,"Great route!!","Wild Iris","Tribal War",,,Complete,,,
676,,,,2019-06-25,Route,2019-06-25,"Aces and Eights",5.10b,5.10b,,,,,10,Sport,Onsight,,,,,,,"Wild Iris","Blooming Rose",,,Complete,,,
677,,,,2019-06-25,Route,2019-06-25,"Never Sit With Your Back to the Door",5.10b,5.10b,,,,,10,Sport,Onsight,,,,,,,"Wild Iris","Blooming Rose",,,Complete,,,
678,,,,2019-06-25,Route,2019-06-25,"Brown Dirt Cowgirl",5.10a,5.10a,,,,,9,Sport,Onsight,,,,,,,"Wild Iris","Blooming Rose",,,Complete,,,
679,,,,2019-06-25,Route,2019-06-25,"Red Ryder",5.10a,5.10a,,,,,9,Sport,Onsight,,,,,,"Great route!","Wild Iris","Saddle Tramp",,,Complete,,,
680,,,,2019-06-26,Route,2019-06-26,"Annie Get Your Drill",5.9,5.9,,,,,8,Sport,Onsight,,,,,,,"Wild Iris","Claim Jumper",,,Complete,,,
681,,,,2019-06-26,Route,2019-06-26,"Utah Carol",5.6,5.6,,,,,5,Sport,Onsight,,,,,,,"Wild Iris","Claim Jumper",,,Complete,,,
682,,,,2019-06-26,Route,2019-06-26,"Greenhorns Velvet",5.8,5.8,,,,,7,Sport,Onsight,,,,,,,"Wild Iris","Claim Jumper",,,Complete,,,
683,,,,2019-06-26,Route,2019-06-26,"Claim Jumper",5.10c,5.10c,,,,,11,Sport,Onsight,,,,,,,"Wild Iris","Claim Jumper",,,Complete,,,
684,,,,2019-06-26,Route,2019-06-26,Slave,5.8,5.8,,,,,7,Sport,Onsight,,,,,,,"Wild Iris","La Vaca",,,Complete,,,
685,,,,2019-06-26,Route,2019-06-26,"R is for Redneck",5.7,5.7,,,,,6,Sport,Onsight,,,,,,,"Wild Iris","La Vaca",,,Complete,,,
686,,,,2019-06-26,Route,2019-06-26,"La Vaca Peligrosa",5.8,5.8,,,,,7,Sport,Flash,,,,,,,"Wild Iris","La Vaca",,,Complete,,,
687,,,,2019-06-26,Route,2019-06-26,"Doob Loob",5.10b,5.10b,,,,,10,Sport,Onsight,,,,,,,"Wild Iris","Diamonds & Rain",,,Complete,,,
688,,,,2019-06-26,Route,2019-06-26,"Britchen Strap",5.9,5.9,,,,,8,Sport,Onsight,,,,,,,"Wild Iris","La Vaca",,,Complete,,,
689,,,,2019-06-26,Route,2019-06-26,"Licorice Stick",5.8,5.8,,,,,7,Sport,Onsight,,,,,,,"Wild Iris","La Vaca",,,Complete,,,
690,,,,2019-06-26,Route,2019-06-26,"Saddle Up",5.9,5.9,,,,,8,Sport,Onsight,,,,,,,"Wild Iris","La Vaca",,,Complete,,,
691,,,,2019-06-26,Route,2019-06-26,"Pronghorn Pinnacle",5.8,5.8,,,,,7,Sport,Onsight,,,,,,,"Wild Iris","La Vaca",,,Complete,,,
692,,,,2019-06-26,Route,2019-06-26,"Ticks for Chicks",5.8,5.8,,,,,7,Sport,Onsight,,,,,,,"Wild Iris","Rodeo Drive",,,Complete,,,
693,,,,2019-06-26,Route,2019-06-26,"The Man from Laramie",5.10c,5.10c,,,,,11,Sport,Onsight,,,,,,,"Wild Iris","Rodeo Drive",,,Complete,,,
694,,,,2019-06-26,Route,2019-06-26,"Rooster Cogburn",5.11d,5.11d,,,,,16,Sport,Onsight,,,,,,,"Wild Iris","Rodeo Drive",,,Complete,,,
695,,,,2019-06-26,Route,2019-06-26,"Imagine What I Could Do To Your Face",5.10b,5.10b,,,,,10,Sport,Onsight,,,,,,,"Wild Iris","Rodeo Drive",,,Complete,,,
696,,,,2019-06-26,Route,2019-06-26,"Rio Bravo",5.10a,5.10a,,,,,9,Sport,Onsight,,,,,,,"Wild Iris","Rodeo Drive",,,Complete,,,
697,,,,2019-06-26,Route,2019-06-26,"Ride Me Cowgirl",5.10b,5.10b,,,,,10,Sport,Onsight,,,,,,,"Wild Iris","Rodeo Drive",,,Complete,,,
698,,,,2019-06-26,Route,2019-06-26,"Wind River Muzzle Loaders",5.9,5.9,,,,,8,Sport,Onsight,,,,,,,"Wild Iris","Rodeo Drive",,,Complete,,,
699,,,,2019-06-27,Route,2019-06-27,"Huggys Pullup",5.8,5.8,,,,,7,Sport,Onsight,,,,,,,"Wild Iris","Zorro Wall",,,Complete,,,
700,,,,2019-06-27,Route,2019-06-27,"Cirque de Suave",5.10b,5.10b,,,,,10,Sport,Onsight,,,,,,,"Wild Iris","Zorro Wall",,,Complete,,,
701,,,,2019-06-27,Route,2019-06-27,Zorro,5.11c,5.11c,,,,,15,Sport,Onsight,,,,,,"Very cool","Wild Iris","Zorro Wall",,,Complete,,,
702,,,,2019-06-27,Route,2019-06-27,Gaucho,5.11a,5.11a,,,,,13,Sport,Onsight,,,,,,,"Wild Iris","Zorro Wall",,,Complete,,,
703,,,,2019-06-27,Route,2019-06-27,"Pronghorn Tramp",5.10b,5.10b,,,,,10,Sport,Onsight,,,,,,,"Wild Iris","Wild Horses",,,Complete,,,
704,,,,2019-06-27,Route,2019-06-27,"Star Spangled Rodeo",5.10c,5.10c,,,,,11,Sport,Onsight,,,,,,,"Wild Iris","Wild Horses",,,Complete,,,
705,,,,2019-06-27,Route,2019-06-27,"Wind River Rose",5.9,5.9,,,,,8,Sport,Onsight,,,,,,,"Wild Iris","Hot Tamale",,,Complete,,,
706,,,,2019-06-27,Route,2019-06-27,"Ryobi Ranger",5.10a,5.10a,,,,,9,Sport,Onsight,,,,,,,"Wild Iris","Five Ten Wall",,,Complete,,,
707,,,,2019-06-27,Route,2019-06-27,"Indian Country",5.10b,5.10b,,,,,10,Sport,Onsight,,,,,,,"Wild Iris","Five Ten Wall",,,Complete,,,
708,,,,2019-06-27,Route,2019-06-27,"Latex Cowboy",5.10b,5.10b,,,,,10,Sport,Onsight,,,,,,,"Wild Iris","Five Ten Wall",,,Complete,,,
709,,,,2019-06-27,Route,2019-06-27,"Good Hearted Woman",5.9,5.9,,,,,8,Sport,Onsight,,,,,,,"Wild Iris","Fine Ten Wall",,,Complete,,,
710,,,,2019-06-27,Route,2019-06-27,"Easy Ridin'",5.10d,5.10d,,,,,12,Sport,Onsight,,,,,,,"Wild Iris","Rode Hard",,,Complete,,,
711,,,,2019-06-27,Route,2019-06-27,"Cowboy Poetry",5.11b,5.11b,,,,,14,Sport,Onsight,,,,,,Great!,"Wild Iris","Cowboy Poetry",,,Complete,,,
712,,,,2019-06-27,Route,2019-06-27,"Take Your Hat Off",5.10b,5.10b,,,,,10,Sport,Onsight,,,,,,,"Wild Iris","Cowboy Poetry",,,Complete,,,
713,,,,2019-06-28,Route,2019-06-28,"Sweaty Bully",5.10b,5.10b,,,,,10,Sport,Onsight,,,,,,,"Wild Iris","Aspen Glades",,,Complete,,,
714,,,,2019-06-28,Route,2019-06-28,"All He's Ever Gonna Have",5.10a,5.10a,,,,,9,Sport,Onsight,,,,,,,"Wild Iris","Aspen Glades",,,Complete,,,
715,,,,2019-06-28,Route,2019-06-28,"Mutt Ridin' Monkey",5.10d,5.10d,,,,,12,Sport,Onsight,,,,,,,"Wild Iris","Aspen Glades",,,Complete,,,
